Type_Name	ASN1_Type	Parent_Type	Tag/ID	Field_Name	IE_Type	Criticality	Optional	Extensible	Min_Value	Max_Value
RICsubscriptionToBeResumed-List	SEQUENCE	RICsubscriptionToBeResumed-List		ID	id-RICsubscriptionList-Item				1	
RICsubscriptionList-Item	SEQUENCE	RICsubscriptionList-Item		ricRequestID	RICrequestID				1	
RICsubscriptionList-Item	SEQUENCE	RICsubscriptionList-Item		ricAction-list	RICaction-List		YES		1	
RICsubscriptionList-Item	SEQUENCE	RICsubscriptionList-Item		2025	by				1	
RICaction-List	SEQUENCE	RICaction-List		OF	ProtocolIE-SingleContainer				1	
RICaction-List	SEQUENCE	RICaction-List		RICaction-ItemIEs	E2AP-PROTOCOL-IES				1	
RICaction-List	SEQUENCE	RICaction-List		ID	id-RICactionList-Item				1	
RICactionList-Item	SEQUENCE	RICactionList-Item		ricActionID	RICactionID				1	
RICactionList-Item	SEQUENCE	RICactionList-Item		---	RIC				1	
RICsubscriptionStateControlResponse	SEQUENCE	RICsubscriptionStateControlResponse		protocolIEs	ProtocolIE-Container					
RICsubscriptionStateControlResponse	SEQUENCE	RICsubscriptionStateControlResponse		RICsubscriptionStateControlResponse-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionStateControlResponse	SEQUENCE	RICsubscriptionStateControlResponse		ID	id-RICrequestID					
RICsubscriptionStateControlResponse	SEQUENCE	RICsubscriptionStateControlResponse		ID	id-RANfunctionStateConfirm-List					
RANfunctionStateConfirm-List	SEQUENCE	RANfunctionStateConfirm-List		OF	ProtocolIE-SingleContainer				1	
RANfunctionStateConfirm-List	SEQUENCE	RANfunctionStateConfirm-List		RANfunctionStateConfirm-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionStateConfirm-List	SEQUENCE	RANfunctionStateConfirm-List		ID	id-RANfunctionStateConfirm-Item				1	
RANfunctionStateConfirm-List	SEQUENCE	RANfunctionStateConfirm-List		PRESENCE	mandatory				1	
RANfunctionStateConfirm-Item	SEQUENCE	RANfunctionStateConfirm-Item		ranFunctionID	RANfunctionID					
RANfunctionStateConfirm-Item	SEQUENCE	RANfunctionStateConfirm-Item		ricSubscriptionSuspended-list	RICsubscriptionSuspended-List		YES			
RANfunctionStateConfirm-Item	SEQUENCE	RANfunctionStateConfirm-Item		ricSubscriptionResumed-list	RICsubscriptionResumed-List		YES			
RICsubscriptionSuspended-List	SEQUENCE	RICsubscriptionSuspended-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionResumed-List	SEQUENCE	RICsubscriptionResumed-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionResumed-List	SEQUENCE	RICsubscriptionResumed-List		---	RIC				1	
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		protocolIEs	ProtocolIE-Container					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		RICsubscriptionStateControlFailure-IEs	E2AP-PROTOCOL-IES					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		ID	id-RICrequestID					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		PRESENCE	mandatory					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		2025	by					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		ID	id-Cause					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		PRESENCE	mandatory					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		ID	id-CriticalityDiagnostics					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		PRESENCE	optional					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		---	RIC					
RICsubscriptionStateControlFailure	SEQUENCE	RICsubscriptionStateControlFailure		---	RIC					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		protocolIEs	ProtocolIE-Container					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		RICassistanceRequest-IEs	E2AP-PROTOCOL-IES					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		ID	id-RICrequestID					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		ID	id-RICassistanceHeader					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		ID	id-RICassistanceMessage					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		ID	id-RICassistanceUpdate					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		ID	id-RICassistanceUpdateNumber					
RICassistanceRequest	SEQUENCE	RICassistanceRequest		---	RIC					
RICassistanceResponse	SEQUENCE	RICassistanceResponse		protocolIEs	ProtocolIE-Container					
RICassistanceResponse	SEQUENCE	RICassistanceResponse		RICassistanceResponse-IEs	E2AP-PROTOCOL-IES					
RICassistanceResponse	SEQUENCE	RICassistanceResponse		ID	id-RICrequestID					
RICassistanceResponse	SEQUENCE	RICassistanceResponse		ID	id-RICassistanceHeader					
RICassistanceResponse	SEQUENCE	RICassistanceResponse		ID	id-RICassistanceOutcome					
RICassistanceResponse	SEQUENCE	RICassistanceResponse		---	RIC					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		protocolIEs	ProtocolIE-Container					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		RICassistanceFailure-IEs	E2AP-PROTOCOL-IES					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		ID	id-RICrequestID					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		ID	id-Cause					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		2025	by					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		ID	id-CriticalityDiagnostics					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		---	RIC					
RICassistanceFailure	SEQUENCE	RICassistanceFailure		---	RIC					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		protocolIEs	ProtocolIE-Container					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		RICassistanceIndication-IEs	E2AP-PROTOCOL-IES					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		ID	id-RICrequestID					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		ID	id-RICassistanceSN					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		ID	id-RICassistanceHeader					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		ID	id-RICassistanceOutcome					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		---	RIC					
RICassistanceIndication	SEQUENCE	RICassistanceIndication		---	RIC					
RICassistanceHalt	SEQUENCE	RICassistanceHalt		protocolIEs	ProtocolIE-Container					
RICassistanceHalt	SEQUENCE	RICassistanceHalt		RICassistanceHalt-IEs	E2AP-PROTOCOL-IES					
RICassistanceHalt	SEQUENCE	RICassistanceHalt		ID	id-RICrequestID					
RICassistanceHalt	SEQUENCE	RICassistanceHalt		---	RIC					
RICassistanceHalt	SEQUENCE	RICassistanceHalt		---	RIC					
RICindication	SEQUENCE	RICindication		protocolIEs	ProtocolIE-Container					
RICindication	SEQUENCE	RICindication		RICindication-IEs	E2AP-PROTOCOL-IES					
RICindication	SEQUENCE	RICindication		ID	id-RICrequestID					
RICindication	SEQUENCE	RICindication		2025	by					
RICindication	SEQUENCE	RICindication		ID	id-RANfunctionID					
RICindication	SEQUENCE	RICindication		ID	id-RICactionID					
RICindication	SEQUENCE	RICindication		ID	id-RICindicationSN					
RICindication	SEQUENCE	RICindication		ID	id-RICindicationType					
RICindication	SEQUENCE	RICindication		ID	id-RICindicationHeader					
RICindication	SEQUENCE	RICindication		ID	id-RICindicationMessage					
RICindication	SEQUENCE	RICindication		ID	id-RICcallProcessID					
RICindication	SEQUENCE	RICindication		---	RIC					
RICindication	SEQUENCE	RICindication		---	RIC					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		protocolIEs	ProtocolIE-Container					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		RICcontrolRequest-IEs	E2AP-PROTOCOL-IES					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		ID	id-RICrequestID					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		ID	id-RANfunctionID					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		ID	id-RICcallProcessID					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		ID	id-RICcontrolHeader					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		ID	id-RICcontrolMessage					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		ID	id-RICcontrolAckRequest					
RICcontrolRequest	SEQUENCE	RICcontrolRequest		---	RIC					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		protocolIEs	ProtocolIE-Container					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		RICcontrolAcknowledge-IEs	E2AP-PROTOCOL-IES					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		ID	id-RICrequestID					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		ID	id-RANfunctionID					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		ID	id-RICcallProcessID					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		ID	id-RICcontrolOutcome					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		---	RIC					
RICcontrolAcknowledge	SEQUENCE	RICcontrolAcknowledge		2025	by					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		protocolIEs	ProtocolIE-Container					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		RICcontrolFailure-IEs	E2AP-PROTOCOL-IES					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		ID	id-RICrequestID					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		ID	id-RANfunctionID					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		ID	id-RICcallProcessID					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		ID	id-Cause					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		ID	id-RICcontrolOutcome					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		ID	id-CriticalityDiagnostics					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		---	RIC					
RICcontrolFailure	SEQUENCE	RICcontrolFailure		---	RIC					
RICqueryRequest	SEQUENCE	RICqueryRequest		protocolIEs	ProtocolIE-Container					
RICqueryRequest	SEQUENCE	RICqueryRequest		RICqueryRequest-IEs	E2AP-PROTOCOL-IES					
RICqueryRequest	SEQUENCE	RICqueryRequest		ID	id-RICrequestID					
RICqueryRequest	SEQUENCE	RICqueryRequest		ID	id-RANfunctionID					
RICqueryRequest	SEQUENCE	RICqueryRequest		ID	id-RICqueryHeader					
RICqueryRequest	SEQUENCE	RICqueryRequest		ID	id-RICqueryDefinition					
RICqueryRequest	SEQUENCE	RICqueryRequest		---	RIC					
RICqueryResponse	SEQUENCE	RICqueryResponse		protocolIEs	ProtocolIE-Container					
RICqueryResponse	SEQUENCE	RICqueryResponse		RICqueryResponse-IEs	E2AP-PROTOCOL-IES					
RICqueryResponse	SEQUENCE	RICqueryResponse		ID	id-RICrequestID					
RICqueryResponse	SEQUENCE	RICqueryResponse		ID	id-RANfunctionID					
RICqueryResponse	SEQUENCE	RICqueryResponse		ID	id-RICqueryOutcome					
RICqueryResponse	SEQUENCE	RICqueryResponse		2025	by					
RICqueryResponse	SEQUENCE	RICqueryResponse		--	RIC					
RICqueryFailure	SEQUENCE	RICqueryFailure		protocolIEs	ProtocolIE-Container					
RICqueryFailure	SEQUENCE	RICqueryFailure		RICqueryFailure-IEs	E2AP-PROTOCOL-IES					
RICqueryFailure	SEQUENCE	RICqueryFailure		ID	id-RICrequestID					
RICqueryFailure	SEQUENCE	RICqueryFailure		ID	id-RANfunctionID					
RICqueryFailure	SEQUENCE	RICqueryFailure		ID	id-Cause					
RICqueryFailure	SEQUENCE	RICqueryFailure		ID	id-CriticalityDiagnostics					
RICqueryFailure	SEQUENCE	RICqueryFailure		---	RIC					
RICqueryFailure	SEQUENCE	RICqueryFailure		---	RIC					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		protocolIEs	ProtocolIE-Container					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		RICserviceLoadStatusRequest-IEs	E2AP-PROTOCOL-IES					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		ID	id-RICloadMeasurementID					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		ID	id-E2nodeLoadMeasurementID					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		ID	id-RegistrationRequest					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		ID	id-RANfunctionLoadRequest-List					
RICserviceLoadStatusRequest	SEQUENCE	RICserviceLoadStatusRequest		ID	id-ReportingPeriodicity					
RANfunctionLoadRequest-List	SEQUENCE	RANfunctionLoadRequest-List		OF	ProtocolIE-SingleContainer				1	
RANfunctionLoadRequest-List	SEQUENCE	RANfunctionLoadRequest-List		RANfunctionLoadRequest-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionLoadRequest-List	SEQUENCE	RANfunctionLoadRequest-List		ID	id-RANfunctionLoadRequest-Item				1	
RANfunctionLoadRequest-Item	SEQUENCE	RANfunctionLoadRequest-Item		ranFunctionID	RANfunctionID					
RANfunctionLoadRequest-Item	SEQUENCE	RANfunctionLoadRequest-Item		ranFunctionLoadRequest	RICloadRequest		YES			
RANfunctionLoadRequest-Item	SEQUENCE	RANfunctionLoadRequest-Item		ricServiceLoadRequest	RICserviceLoadRequest		YES			
RANfunctionLoadRequest-Item	SEQUENCE	RANfunctionLoadRequest-Item		ricSubscriptionLoadRequest-list	RICsubscriptionLoadRequest-List		YES			
RICsubscriptionLoadRequest-List	SEQUENCE	RICsubscriptionLoadRequest-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionLoadRequest-List	SEQUENCE	RICsubscriptionLoadRequest-List		RICsubscriptionLoadRequest-ItemIEs	E2AP-PROTOCOL-IES				1	
RICsubscriptionLoadRequest-List	SEQUENCE	RICsubscriptionLoadRequest-List		2025	by				1	
RICsubscriptionLoadRequest-List	SEQUENCE	RICsubscriptionLoadRequest-List		ID	id-RICsubscriptionLoadRequest-Item				1	
RICsubscriptionLoadRequest-List	SEQUENCE	RICsubscriptionLoadRequest-List		PRESENCE	mandatory				1	
RICsubscriptionLoadRequest-ItemIE	SEQUENCE	RICsubscriptionLoadRequest-ItemIE		ricRequestID	RICrequestID					
RICsubscriptionLoadRequest-ItemIE	SEQUENCE	RICsubscriptionLoadRequest-ItemIE		ricSubscriptionLoadRequest	RICloadRequest		YES			
RICsubscriptionLoadRequest-ItemIE	SEQUENCE	RICsubscriptionLoadRequest-ItemIE		ricActionLoadRequest-list	RICactionLoadRequest-List		YES			
RICactionLoadRequest-List	SEQUENCE	RICactionLoadRequest-List		OF	ProtocolIE-SingleContainer				1	
RICactionLoadRequest-List	SEQUENCE	RICactionLoadRequest-List		RICactionLoadRequest-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactionLoadRequest-List	SEQUENCE	RICactionLoadRequest-List		ID	id-RICactionLoadRequest-Item				1	
RICactionLoadRequest-List	SEQUENCE	RICactionLoadRequest-List		PRESENCE	mandatory				1	
RICactionLoadRequest-Item	SEQUENCE	RICactionLoadRequest-Item		ricActionID	RICactionID					
RICactionLoadRequest-Item	SEQUENCE	RICactionLoadRequest-Item		ricActionLoadRequest	RICloadRequest					
RICactionLoadRequest-Item	SEQUENCE	RICactionLoadRequest-Item		---	RIC					
RICserviceLoadStatusResponse	SEQUENCE	RICserviceLoadStatusResponse		protocolIEs	ProtocolIE-Container					
RICserviceLoadStatusResponse	SEQUENCE	RICserviceLoadStatusResponse		RICserviceLoadStatusResponse-IEs	E2AP-PROTOCOL-IES					
RICserviceLoadStatusResponse	SEQUENCE	RICserviceLoadStatusResponse		ID	id-RICloadMeasurementID					
RICserviceLoadStatusResponse	SEQUENCE	RICserviceLoadStatusResponse		ID	id-E2nodeLoadMeasurementID					
RICserviceLoadStatusResponse	SEQUENCE	RICserviceLoadStatusResponse		ID	id-RANfunctionLoadConfirm-List					
RANfunctionLoadConfirm-List	SEQUENCE	RANfunctionLoadConfirm-List		OF	ProtocolIE-SingleContainer				1	
RANfunctionLoadConfirm-List	SEQUENCE	RANfunctionLoadConfirm-List		RANfunctionLoadConfirm-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionLoadConfirm-List	SEQUENCE	RANfunctionLoadConfirm-List		ID	id-RANfunctionLoadConfirm-Item				1	
RANfunctionLoadConfirm-Item	SEQUENCE	RANfunctionLoadConfirm-Item		ranFunctionID	RANfunctionID					
RANfunctionLoadConfirm-Item	SEQUENCE	RANfunctionLoadConfirm-Item		ranFunctionLoadConfirm	RICloadConfirm		YES			
RANfunctionLoadConfirm-Item	SEQUENCE	RANfunctionLoadConfirm-Item		ricServiceLoadConfirm	RICserviceLoadConfirm		YES			
RANfunctionLoadConfirm-Item	SEQUENCE	RANfunctionLoadConfirm-Item		ricSubscriptionLoadConfirm-list	RICsubscriptionLoadConfirm-List		YES			
RICsubscriptionLoadConfirm-List	SEQUENCE	RICsubscriptionLoadConfirm-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionLoadConfirm-List	SEQUENCE	RICsubscriptionLoadConfirm-List		RICsubscriptionLoadConfirm-ItemIEs	E2AP-PROTOCOL-IES				1	
RICsubscriptionLoadConfirm-List	SEQUENCE	RICsubscriptionLoadConfirm-List		ID	id-RICsubscriptionLoadConfirm-Item				1	
RICsubscriptionLoadConfirm-List	SEQUENCE	RICsubscriptionLoadConfirm-List		PRESENCE	mandatory				1	
RICsubscriptionLoadConfirm-List	SEQUENCE	RICsubscriptionLoadConfirm-List		2025	by				1	
RICsubscriptionLoadConfirm-ItemIE	SEQUENCE	RICsubscriptionLoadConfirm-ItemIE		ricRequestID	RICrequestID					
RICsubscriptionLoadConfirm-ItemIE	SEQUENCE	RICsubscriptionLoadConfirm-ItemIE		ricSubscriptionLoadConfirm	RICloadConfirm		YES			
RICsubscriptionLoadConfirm-ItemIE	SEQUENCE	RICsubscriptionLoadConfirm-ItemIE		ricActionLoadConfirm-list	RICactionLoadConfirm-List		YES			
RICactionLoadConfirm-List	SEQUENCE	RICactionLoadConfirm-List		OF	ProtocolIE-SingleContainer				1	
RICactionLoadConfirm-List	SEQUENCE	RICactionLoadConfirm-List		RICactionLoadConfirm-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactionLoadConfirm-List	SEQUENCE	RICactionLoadConfirm-List		ID	id-RICactionLoadConfirm-Item				1	
RICactionLoadConfirm-List	SEQUENCE	RICactionLoadConfirm-List		PRESENCE	mandatory				1	
RICactionLoadConfirm-Item	SEQUENCE	RICactionLoadConfirm-Item		ricActionID	RICactionID					
RICactionLoadConfirm-Item	SEQUENCE	RICactionLoadConfirm-Item		ricActionLoadConfirm	RICloadConfirm					
RICactionLoadConfirm-Item	SEQUENCE	RICactionLoadConfirm-Item		---	RIC					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		protocolIEs	ProtocolIE-Container					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		RICserviceLoadStatusFailure-IEs	E2AP-PROTOCOL-IES					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		ID	id-RICloadMeasurementID					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		ID	id-E2nodeLoadMeasurementID					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		ID	id-Cause					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		ID	id-CriticalityDiagnostics					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		---	RIC					
RICserviceLoadStatusFailure	SEQUENCE	RICserviceLoadStatusFailure		---	RIC					
RICserviceLoadUpdate	SEQUENCE	RICserviceLoadUpdate		protocolIEs	ProtocolIE-Container					
RICserviceLoadUpdate	SEQUENCE	RICserviceLoadUpdate		RICserviceLoadUpdate-IEs	E2AP-PROTOCOL-IES					
RICserviceLoadUpdate	SEQUENCE	RICserviceLoadUpdate		ID	id-RICloadMeasurementID					
RICserviceLoadUpdate	SEQUENCE	RICserviceLoadUpdate		ID	id-E2nodeLoadMeasurementID					
RICserviceLoadUpdate	SEQUENCE	RICserviceLoadUpdate		ID	id-RANfunctionLoad-List					
RICserviceLoadUpdate	SEQUENCE	RICserviceLoadUpdate		2025	by					
RANfunctionLoad-List	SEQUENCE	RANfunctionLoad-List		OF	ProtocolIE-SingleContainer				1	
RANfunctionLoad-List	SEQUENCE	RANfunctionLoad-List		RANfunctionLoad-ItemIEs	E2AP-PROTOCOL-IES				1	
RANfunctionLoad-List	SEQUENCE	RANfunctionLoad-List		ID	id-RANfunctionLoad-Item				1	
RANfunctionLoad-Item	SEQUENCE	RANfunctionLoad-Item		ranFunctionID	RANfunctionID					
RANfunctionLoad-Item	SEQUENCE	RANfunctionLoad-Item		ranFunctionLoadInformation	RICloadInformation		YES			
RANfunctionLoad-Item	SEQUENCE	RANfunctionLoad-Item		ricServiceLoadInformation	RICserviceLoadInformation		YES			
RANfunctionLoad-Item	SEQUENCE	RANfunctionLoad-Item		ricSubscriptionLoad-list	RICsubscriptionLoad-List		YES			
RICsubscriptionLoad-List	SEQUENCE	RICsubscriptionLoad-List		OF	ProtocolIE-SingleContainer				1	
RICsubscriptionLoad-List	SEQUENCE	RICsubscriptionLoad-List		RICsubscriptionLoad-ItemIEs	E2AP-PROTOCOL-IES				1	
RICsubscriptionLoad-List	SEQUENCE	RICsubscriptionLoad-List		ID	id-RICsubscriptionLoad-Item				1	
RICsubscriptionLoad-ItemIE	SEQUENCE	RICsubscriptionLoad-ItemIE		ricRequestID	RICrequestID					
RICsubscriptionLoad-ItemIE	SEQUENCE	RICsubscriptionLoad-ItemIE		ricSubscriptionLoadInformation	RICloadInformation		YES			
RICsubscriptionLoad-ItemIE	SEQUENCE	RICsubscriptionLoad-ItemIE		ricActionLoad-list	RICactionLoad-List		YES			
RICactionLoad-List	SEQUENCE	RICactionLoad-List		OF	ProtocolIE-SingleContainer				1	
RICactionLoad-List	SEQUENCE	RICactionLoad-List		RICactionLoad-ItemIEs	E2AP-PROTOCOL-IES				1	
RICactionLoad-List	SEQUENCE	RICactionLoad-List		ID	id-RICactionLoad-Item				1	
RICactionLoad-Item	SEQUENCE	RICactionLoad-Item		ricActionID	RICactionID					
RICactionLoad-Item	SEQUENCE	RICactionLoad-Item		ricActionLoadInformation	RICloadInformation					
RICactionLoad-Item	SEQUENCE	RICactionLoad-Item		---	MESSAGES					
RICactionLoad-Item	SEQUENCE	RICactionLoad-Item		---	Error					
RICactionLoad-Item	SEQUENCE	RICactionLoad-Item		---	ERROR					
ErrorIndication	SEQUENCE	ErrorIndication		protocolIEs	ProtocolIE-Container					
ErrorIndication	SEQUENCE	ErrorIndication		ErrorIndication-IEs	E2AP-PROTOCOL-IES					
ErrorIndication	SEQUENCE	ErrorIndication		2025	by					
ErrorIndication	SEQUENCE	ErrorIndication		ID	id-TransactionID					
ErrorIndication	SEQUENCE	ErrorIndication		ID	id-RICrequestID					
ErrorIndication	SEQUENCE	ErrorIndication		ID	id-RANfunctionID					
ErrorIndication	SEQUENCE	ErrorIndication		ID	id-Cause					
ErrorIndication	SEQUENCE	ErrorIndication		ID	id-CriticalityDiagnostics					
ErrorIndication	SEQUENCE	ErrorIndication		---	E2					
ErrorIndication	SEQUENCE	ErrorIndication		---	E2					
E2setupRequest	SEQUENCE	E2setupRequest		protocolIEs	ProtocolIE-Container					
E2setupRequest	SEQUENCE	E2setupRequest		E2setupRequestIEs	E2AP-PROTOCOL-IES					
E2setupRequest	SEQUENCE	E2setupRequest		ID	id-TransactionID					
E2setupRequest	SEQUENCE	E2setupRequest		PRESENCE	mandatory					
E2setupRequest	SEQUENCE	E2setupRequest		ID	id-GlobalE2node-ID					
E2setupRequest	SEQUENCE	E2setupRequest		ID	id-RANfunctionsAdded					
E2setupRequest	SEQUENCE	E2setupRequest		ID	id-E2nodeComponentConfigAddition					
E2setupRequest	SEQUENCE	E2setupRequest		PRESENCE	mandatory					
E2setupRequest	SEQUENCE	E2setupRequest		---	E2					
E2setupResponse	SEQUENCE	E2setupResponse		protocolIEs	ProtocolIE-Container					
E2setupResponse	SEQUENCE	E2setupResponse		E2setupResponseIEs	E2AP-PROTOCOL-IES					
E2setupResponse	SEQUENCE	E2setupResponse		ID	id-TransactionID					
E2setupResponse	SEQUENCE	E2setupResponse		PRESENCE	mandatory					
E2setupResponse	SEQUENCE	E2setupResponse		ID	id-GlobalRIC-ID					
E2setupResponse	SEQUENCE	E2setupResponse		PRESENCE	mandatory					
E2setupResponse	SEQUENCE	E2setupResponse		ID	id-RANfunctionsAccepted					
E2setupResponse	SEQUENCE	E2setupResponse		PRESENCE	optional					
E2setupResponse	SEQUENCE	E2setupResponse		ID	id-RANfunctionsRejected					
E2setupResponse	SEQUENCE	E2setupResponse		PRESENCE	optional					
E2setupResponse	SEQUENCE	E2setupResponse		ID	id-E2nodeComponentConfigAdditionAck					
E2setupResponse	SEQUENCE	E2setupResponse		---	E2					
E2setupResponse	SEQUENCE	E2setupResponse		2025	by					
E2setupFailure	SEQUENCE	E2setupFailure		protocolIEs	ProtocolIE-Container					
E2setupFailure	SEQUENCE	E2setupFailure		E2setupFailureIEs	E2AP-PROTOCOL-IES					
E2setupFailure	SEQUENCE	E2setupFailure		ID	id-TransactionID					
E2setupFailure	SEQUENCE	E2setupFailure		ID	id-Cause					
E2setupFailure	SEQUENCE	E2setupFailure		ID	id-TimeToWait					
E2setupFailure	SEQUENCE	E2setupFailure		ID	id-CriticalityDiagnostics					
E2setupFailure	SEQUENCE	E2setupFailure		ID	id-TNLinformation					
E2setupFailure	SEQUENCE	E2setupFailure		---	E2					
E2setupFailure	SEQUENCE	E2setupFailure		---	E2					
E2connectionUpdate	SEQUENCE	E2connectionUpdate		protocolIEs	ProtocolIE-Container					
E2connectionUpdate	SEQUENCE	E2connectionUpdate		E2connectionUpdate-IEs	E2AP-PROTOCOL-IES					
E2connectionUpdate	SEQUENCE	E2connectionUpdate		ID	id-TransactionID					
E2connectionUpdate	SEQUENCE	E2connectionUpdate		ID	id-E2connectionUpdateAdd					
E2connectionUpdate	SEQUENCE	E2connectionUpdate		ID	id-E2connectionUpdateRemove					
E2connectionUpdate	SEQUENCE	E2connectionUpdate		ID	id-E2connectionUpdateModify					
E2connectionUpdate-List	SEQUENCE	E2connectionUpdate-List		OF	ProtocolIE-SingleContainer				1	
E2connectionUpdate-List	SEQUENCE	E2connectionUpdate-List		E2connectionUpdate-ItemIEs	E2AP-PROTOCOL-IES				1	
E2connectionUpdate-List	SEQUENCE	E2connectionUpdate-List		ID	id-E2connectionUpdate-Item				1	
E2connectionUpdate-Item	SEQUENCE	E2connectionUpdate-Item		tnlInformation	TNLinformation					
E2connectionUpdate-Item	SEQUENCE	E2connectionUpdate-Item		tnlUsage	TNLusage					
E2connectionUpdateRemove-List	SEQUENCE	E2connectionUpdateRemove-List		OF	ProtocolIE-SingleContainer				1	
E2connectionUpdateRemove-List	SEQUENCE	E2connectionUpdateRemove-List		E2connectionUpdateRemove-ItemIEs	E2AP-PROTOCOL-IES				1	
E2connectionUpdateRemove-List	SEQUENCE	E2connectionUpdateRemove-List		ID	id-E2connectionUpdateRemove-Item				1	
E2connectionUpdateRemove-List	SEQUENCE	E2connectionUpdateRemove-List		PRESENCE	mandatory				1	
E2connectionUpdateRemove-List	SEQUENCE	E2connectionUpdateRemove-List		2025	by				1	
E2connectionUpdateRemove-Item	SEQUENCE	E2connectionUpdateRemove-Item		tnlInformation	TNLinformation					
